Store_name,Category,Latitude,Longitude,City
Reliance Smart Superstore,supermarket,12.8951857,77.656994,Bengaluru
Simpli Namdhari's,supermarket,12.9019561,77.5857322,Bengaluru
the organic world,supermarket,13.0984057,77.5732531,Bengaluru
Chakkappan Stores,supermarket,13.0645297,77.6485509,Bengaluru
Vishal Mega Mart,supermarket,13.0643494,77.6479487,Bengaluru
Reliance Smart,supermarket,13.0690014,77.6246819,Bengaluru
Reliance Smart,supermarket,13.0722229,77.6045895,Bengaluru
Loyal City Supermarket,supermarket,12.960406,77.7422215,Bengaluru
My grocer,supermarket,12.9717424,77.6809351,Bengaluru
Sunrise Mart,supermarket,12.9643497,77.6134743,Bengaluru
Daily Needs,supermarket,12.9644738,77.613721,Bengaluru
DMart X,supermarket,12.9167621,77.649252,Bengaluru
Lulu Hypermarket,supermarket,12.9812257,77.5633806,Bengaluru
Namdhari's Fresh,supermarket,13.003153,77.5782663,Bengaluru
Fresh World,supermarket,12.9961581,77.6213264,Bengaluru
Punjab Stores,supermarket,12.9963149,77.6122217,Bengaluru
Green Fresh,supermarket,12.9091698,77.6392625,Bengaluru
Families Supermarket,supermarket,13.0334824,77.6090904,Bengaluru
DMart,supermarket,13.029036,77.6071212,Bengaluru
Nature's Basket,supermarket,12.9786327,77.6426351,Bengaluru
Star Bazaar,supermarket,12.9123087,77.6330862,Bengaluru
Smart point,supermarket,13.0390311,77.5975494,Bengaluru
Akshaya,supermarket,12.9514209,77.5698323,Bengaluru
Fresho,supermarket,12.8915279,77.5776152,Bengaluru
Everfine Supermarket,supermarket,12.8919377,77.580094,Bengaluru
Nesto Fresh Mart,supermarket,12.964373,77.6145777,Bengaluru
DMart,supermarket,12.9584119,77.5532961,Bengaluru
Easyday Club,supermarket,12.914311,77.6322175,Bengaluru
Express Hypermarket,supermarket,12.917022,77.6316023,Bengaluru
Ojas Nisarga,supermarket,12.8896074,77.5824523,Bengaluru
Organic Mandya,supermarket,12.8914742,77.5816905,Bengaluru
Garden Fresh Mart,supermarket,12.8882497,77.577855,Bengaluru
Family Shopping Center,supermarket,13.0142084,77.4930091,Bengaluru
Swaraj Supermarket,supermarket,12.9142984,77.6126914,Bengaluru
,supermarket,12.9068092,77.5980072,Bengaluru
Kashyapi Naturals,supermarket,12.9074264,77.5824555,Bengaluru
The organic world,supermarket,12.9065841,77.5886336,Bengaluru
The Big Market,supermarket,12.9063706,77.5777546,Bengaluru
Loyal World Supermarket,supermarket,13.0707337,77.5916103,Bengaluru
Fish Mart,supermarket,12.9165578,77.6356311,Bengaluru
Dmart,supermarket,13.0542418,77.6019172,Bengaluru
Vishal Mega Mart,supermarket,12.9132992,77.6255557,Bengaluru
Bindass Basket,supermarket,12.891681,77.5786041,Bengaluru
Ratnadeep,supermarket,12.969981,77.6398642,Bengaluru
J24 Brothers Store,supermarket,12.9696997,77.6387029,Bengaluru
Ratnadeep supermarket,supermarket,12.9118379,77.642169,Bengaluru
Satvik Aahar,supermarket,12.9418935,77.6231805,Bengaluru
Purity Prayag,supermarket,13.0089801,77.563896,Bengaluru
Greenmart,supermarket,12.9114451,77.6492616,Bengaluru
Wiggles shopify store,supermarket,12.9575721,77.6001983,Bengaluru
Daily Essentials,supermarket,12.908584,77.6500091,Bengaluru
Vishal Mega Mart,supermarket,13.0752074,77.5576357,Bengaluru
Chowdeshwari Mart,supermarket,13.0955168,77.5781297,Bengaluru
Shopbox,supermarket,13.1069608,77.6002193,Bengaluru
Reliance Smart,supermarket,12.9553443,77.5282394,Bengaluru
The Organic World,supermarket,12.9338285,77.629995,Bengaluru
Vegetables Bhi Online,supermarket,12.9576565,77.6011948,Bengaluru
Anand Supermarket,supermarket,13.0682715,77.6044424,Bengaluru
CeeKay Supermarket,supermarket,12.9646059,77.6386616,Bengaluru
Citi Food Centre,supermarket,12.9547046,77.6486408,Bengaluru
Safari Super Mart,supermarket,12.8749232,77.6167526,Bengaluru
Anand Supermarket,supermarket,13.0681713,77.6048075,Bengaluru
Raza Traders,supermarket,12.955454,77.7209202,Bengaluru
Real Value Mart,supermarket,12.9727779,77.714847,Bengaluru
Highland Supermarket,supermarket,12.9514973,77.7174226,Bengaluru
My Fair Shoppe,supermarket,12.9637354,77.7239813,Bengaluru
Casio Home Needs,supermarket,12.9993902,77.6160619,Bengaluru
Namdhari's Fresh,supermarket,13.0006904,77.6167013,Bengaluru
More,supermarket,12.9970869,77.6145693,Bengaluru
"Giriram Foods ,Dairy Products And Edible Oil",supermarket,13.003187,77.5694263,Bengaluru
Ratnadeep,supermarket,13.0002158,77.5690233,Bengaluru
Vishal Mega Mart,supermarket,13.1062954,77.5775528,Bengaluru
Shivani Organics,supermarket,12.9654241,77.5378299,Bengaluru
Green City Supermarket,supermarket,13.0978647,77.5634022,Bengaluru
Vishal Mega Mart,supermarket,12.9581229,77.534236,Bengaluru
Olive Mart Supermarket,supermarket,12.9069046,77.6040856,Bengaluru
Food Palace Supermarket,supermarket,12.9048145,77.6488354,Bengaluru
Selec Hypermart,supermarket,12.9728155,77.6076162,Bengaluru
Ayush Hyper Market,supermarket,12.9052662,77.6488723,Bengaluru
,supermarket,12.9979879,77.5732898,Bengaluru
Save More,supermarket,12.9937269,77.5769795,Bengaluru
Fresh Signature,supermarket,13.0102788,77.5553865,Bengaluru
Green's Fresh Supermarket,supermarket,12.8889433,77.6027595,Bengaluru
Familiy Choice supermarket,supermarket,13.0045552,77.7165947,Bengaluru
Ashirwad Supermarket,supermarket,12.9380741,77.5792676,Bengaluru
Midas Daily Supermarket,supermarket,12.9618315,77.7133611,Bengaluru
Ratnadeep,supermarket,12.9638965,77.7123703,Bengaluru
T Super Market,supermarket,12.9750754,77.6040007,Bengaluru
All Season Market,supermarket,12.9606513,77.4880845,Bengaluru
Simpli Namdhari's,supermarket,12.9609212,77.6001914,Bengaluru
Peekay Supermarket,supermarket,12.9961879,77.6071906,Bengaluru
Rainbow General Store,supermarket,12.9741728,77.5985506,Bengaluru
the organic world,supermarket,12.9869349,77.5948329,Bengaluru
Open Mart,supermarket,12.9726116,77.7010806,Bengaluru
More,supermarket,13.1216609,77.6266052,Bengaluru
Shuddh,supermarket,13.1031842,77.5979105,Bengaluru
All Mart,supermarket,13.1216215,77.6258249,Bengaluru
ALV Fresh Supermarket,supermarket,12.908564,77.6239237,Bengaluru
Vishal Mega Mart,supermarket,12.9723483,77.6487876,Bengaluru
Casio Supermarket,supermarket,12.9721784,77.6524836,Bengaluru
Halli Organics and naturals,supermarket,13.0083098,77.5801356,Bengaluru
Bombay Gourmet Market,supermarket,13.0238135,77.6396648,Bengaluru
GoHappy,supermarket,13.0049602,77.5654238,Bengaluru
Seema Shoppe,supermarket,12.9742648,77.5353873,Bengaluru
A to Z,supermarket,12.9521586,77.4994998,Bengaluru
,supermarket,12.95208,77.4977918,Bengaluru
Mangaluru Stores,supermarket,12.9511672,77.4948779,Bengaluru
Surya Department Store,supermarket,12.9546117,77.4967995,Bengaluru
KPN Fresh Supermarket,supermarket,12.9273196,77.6696411,Bengaluru
Green Land Supermarket,supermarket,12.9281325,77.6692427,Bengaluru
Olive,supermarket,12.9693895,77.6079959,Bengaluru
Peekay mini mart,supermarket,12.9662507,77.6038694,Bengaluru
Vishal Mega Mart,supermarket,12.9573521,77.5676114,Bengaluru
Nature's Basket,supermarket,12.9742285,77.6198097,Bengaluru
All Session Super Market,supermarket,12.937249,77.7025455,Bengaluru
Allday Hypermarket,supermarket,13.0386203,77.6643204,Bengaluru
More,supermarket,12.9880795,77.5355606,Bengaluru
Carry Fresh home,supermarket,12.9881733,77.5370466,Bengaluru
Freshco Hyperbazaar,supermarket,12.8940089,77.6558713,Bengaluru
Sana Super Mart,supermarket,12.8975646,77.5858239,Bengaluru
Smart Point,supermarket,12.9289537,77.486678,Bengaluru
Seela Korean Mart,supermarket,13.0161235,77.6474077,Bengaluru
Shopers Shope,supermarket,12.9245345,77.4854041,Bengaluru
Shopping City Hypermarket,supermarket,12.9132031,77.5209553,Bengaluru
Top in Town,supermarket,12.9396745,77.7267965,Bengaluru
Top In Town,supermarket,12.9789825,77.6757301,Bengaluru
Vishal Mega Mart,supermarket,12.938951,77.696903,Bengaluru
White Mart,supermarket,12.9722492,77.6982036,Bengaluru
Royalmart Supermarket Abbigere,supermarket,13.0735994,77.5191931,Bengaluru
Namdhari,supermarket,13.0046704,77.5784545,Bengaluru
More,supermarket,13.0296108,77.559213,Bengaluru
Shoba Central,supermarket,13.0224995,77.6384758,Bengaluru
Foodstories,supermarket,12.9727355,77.6002745,Bengaluru
Suguna Super Market,supermarket,13.1142754,77.5689594,Bengaluru
,supermarket,13.1057106,77.5744761,Bengaluru
,supermarket,12.9234737,77.7367312,Bengaluru
Vishal Mega Mart,supermarket,12.9836015,77.7516254,Bengaluru
Kasturi Mart,supermarket,13.0021565,77.6612709,Bengaluru
D Mart,supermarket,13.0055402,77.6595826,Bengaluru
Chamundi Dry Fruits and Spices,supermarket,12.9621663,77.5717564,Bengaluru
Sri Deep a Retail,supermarket,12.9100981,77.5921837,Bengaluru
Home Needs,supermarket,12.995902,77.6061679,Bengaluru
Ratnadeep,supermarket,12.9274003,77.6706737,Bengaluru
Bazaaro Hypermarket,supermarket,12.9314594,77.7457273,Bengaluru
Family Mart,supermarket,12.9368551,77.7488957,Bengaluru
Instakart,supermarket,12.9171957,77.6144128,Bengaluru
C K Departmental Store,supermarket,12.9615904,77.635809,Bengaluru
Dmart,supermarket,12.9737081,77.5515282,Bengaluru
More,supermarket,12.9385162,77.742893,Bengaluru
VMart Supermarket,supermarket,12.9072633,77.6060977,Bengaluru
"veggie's lover - Tea, vegetables & groceries",supermarket,12.8720023,77.5701117,Bengaluru
Tea Stall,supermarket,12.9479933,77.580087,Bengaluru
Family Mart,supermarket,12.9430318,77.5990927,Bengaluru
Vishal Mega Mart,supermarket,12.9036676,77.5078566,Bengaluru
Top in Town,supermarket,12.9040944,77.5080064,Bengaluru
Shoba super market,supermarket,12.9239053,77.6183201,Bengaluru
D2D Dawn 2 Dusk,supermarket,12.9963625,77.6612663,Bengaluru
Midland Supermart,supermarket,13.0809981,77.6409622,Bengaluru
Spar,supermarket,12.9931942,77.6622956,Bengaluru
Lulu Daily,supermarket,12.9963493,77.6953479,Bengaluru
Fresh Mart Supermarket,supermarket,12.9907066,77.7218878,Bengaluru
Top in Town,supermarket,12.9551466,77.6562842,Bengaluru
SLV supermarket mini mall (Fruits +Vegetables+General Stores),supermarket,12.983167,77.7335299,Bengaluru
,supermarket,13.0840295,77.634815,Bengaluru
Market Fresh,supermarket,12.8607846,77.5426461,Bengaluru
